"","time_stamp","event","worker_id","consent_date","test1","test2","test3","test4","qualification_score","test_duration","feedback","gender","years_programming","difficulty","country","age","adjusted_score","gender_id","country_labels","country_id","is_student","is_fast","testDuration_fastMembership","profession"
"19","2014 10 24 09:02:09.404000","CONSENT","21_1","1.414155729404E12","false","false","false","true",1,3.2001,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,TRUE,0.66553527688518,"other"
"20","2014 10 24 09:02:20.767000","CONSENT","23_1","1.414155740767E12","false","true","false","false",1,1.71048333333333,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.550988535662396,"other"
"21","2014 10 24 09:02:37.505000","CONSENT","25_1","1.414155757505E12","false","false","false","false",0,2.66513333333333,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,TRUE,0.64269370055279,"other"
"22","2014 10 24 09:02:48.555000","CONSENT","26_1","1.414155768555E12","false","false","false","false",0,3.16951666666667,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,TRUE,0.664612209656021,"other"
"23","2014 10 24 09:02:59.591000","CONSENT","27_1","1.414155779591E12","false","false","false","false",0,5.04,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,TRUE,0.679310955227331,"other"
"24","2014 10 24 09:03:10.180000","CONSENT","29_1","1.414155790018E12","false","true","false","false",1,1.12123333333333,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,FALSE,0.449185697056557,"other"
"25","2014 10 24 09:03:19.521000","CONSENT","30_1","1.414155799521E12","false","false","false","true",1,3.15978333333333,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,TRUE,0.664310022314902,"other"
"26","2014 10 24 09:03:23.647000","CONSENT","31_1","1.414155803647E12","false","true","false","false",1,0.940166666666667,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,FALSE,0.41082384509183,"other"
"27","2014 10 24 09:03:43.411000","CONSENT","32_1","1.414155823411E12","false","false","false","false",0,2.28226666666667,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,TRUE,0.615327443949388,"other"
"28","2014 10 24 09:03:48.820000","CONSENT","33_1","1.414155828082E12","false","true","false","false",1,6.04535,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.675566074299517,"other"
"29","2014 10 24 09:03:51.605000","CONSENT","34_1","1.414155831605E12","false","false","false","false",0,1.36241666666667,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,FALSE,0.49534682266651,"other"
"30","2014 10 24 09:04:20.110000","CONSENT","35_1","1.414155860011E12","false","true","false","false",1,1.1612,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,FALSE,0.457244903786934,"other"
"31","2014 10 24 09:04:44.695000","CONSENT","37_1","1.414155884695E12","false","false","false","false",0,0.670483333333333,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,FALSE,0.349152023584057,"other"
"32","2014 10 24 09:04:52.972000","CONSENT","38_1","1.414155892972E12","true","false","false","true",2,0.622733333333333,NA,NA,NA,NA,"OTHER",NA,2.1104152867906,NA,"OTHER","3",NA,FALSE,0.337846277418464,"other"
"33","2014 10 24 09:05:00.304000","CONSENT","39_1","1.414155900304E12","true","false","false","true",2,0.379466666666667,"rr","Male",33,2,"OTHER",33,2.1104152867906,"2","OTHER","3","0",FALSE,0.335014317308557,"non-student"
"34","2014 10 24 09:05:04.249000","CONSENT","40_1","1.414155904249E12","false","true","false","false",1,5.24983333333333,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.678655027847384,"other"
"35","2014 10 24 09:05:09.875000","CONSENT","41_1","1.414155909875E12","false","false","false","true",1,1.26925,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,FALSE,0.478230097467466,"other"
"36","2014 10 24 09:05:13.640000","CONSENT","43_1","1.414155913064E12","false","true","false","false",1,1.58206666666667,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.53199068750437,"other"
"37","2014 10 24 09:05:31.237000","CONSENT","44_1","1.414155931237E12","false","false","false","false",0,0.856966666666667,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,FALSE,0.392288794323702,"other"
"38","2014 10 24 09:05:33.329000","CONSENT","45_1","1.414155933329E12","false","false","false","false",0,1.85255,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,TRUE,0.569968032689093,"other"
"39","2014 10 24 09:05:39.576000","CONSENT","47_1","1.414155939576E12","false","false","false","false",0,0.224466666666667,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,FALSE,0.243040411650842,"other"
"40","2014 10 24 09:05:41.946000","CONSENT","48_1","1.414155941946E12","false","false","false","true",1,0.6664,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,FALSE,0.348188378123294,"other"
"41","2014 10 24 09:05:44.340000","CONSENT","49_1","1.41415594434E12","false","true","false","true",2,3.62805,"-","Male",2,6,"US",28,1.19394940552886,"2","US","1","0",TRUE,0.660707888638858,"non-student"
"42","2014 10 24 09:05:45.788000","CONSENT","50_1","1.414155945788E12","false","true","false","true",2,0.20175,NA,NA,NA,NA,"OTHER",NA,1.19394940552886,NA,"OTHER","3",NA,FALSE,0.237765213427588,"other"
"43","2014 10 24 09:05:48.828000","CONSENT","51_1","1.414155948828E12","false","false","false","false",0,3.04308333333333,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,TRUE,0.66035532097279,"other"
"44","2014 10 24 09:06:08.638000","CONSENT","53_1","1.414155968638E12","true","false","false","false",1,0.500566666666667,NA,NA,NA,NA,"OTHER",NA,1.96241940092683,NA,"OTHER","3",NA,FALSE,0.308662984860399,"other"
"45","2014 10 24 09:06:11.344000","CONSENT","55_1","1.414155971344E12","false","false","false","true",1,1.97293333333333,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,TRUE,0.584436421593763,"other"
"46","2014 10 24 09:06:12.962000","CONSENT","56_1","1.414155972962E12","false","false","false","true",1,4.056,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,TRUE,0.678998801187226,"other"
"47","2014 10 24 09:06:22.703000","CONSENT","58_1","1.414155982703E12","false","false","false","false",0,0.951483333333333,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,FALSE,0.413304118686611,"other"
"48","2014 10 24 09:06:23.149000","CONSENT","59_1","1.414155983149E12","false","false","false","true",1,1.61583333333333,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,TRUE,0.537158384014227,"other"
"49","2014 10 24 09:06:27.198000","CONSENT","60_1","1.414155987198E12","false","true","false","false",1,3.41551666666667,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.670985204427926,"other"
"50","2014 10 24 09:06:27.556000","CONSENT","61_1","1.414155987556E12","false","false","false","false",0,1.47076666666667,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,TRUE,0.514078996757232,"other"
"51","2014 10 24 09:06:36.471000","CONSENT","63_1","1.414155996471E12","true","false","false","false",1,1.25736666666667,NA,NA,NA,NA,"OTHER",NA,1.96241940092683,NA,"OTHER","3",NA,FALSE,0.475980925282682,"other"
"52","2014 10 24 09:06:48.930000","CONSENT","64_1","1.414156008093E12","false","true","false","true",2,1.56906666666667,"-","Female",0,7,"US",43,1.19394940552886,"1","US","1","0",TRUE,0.519763534735006,"non-student"
"53","2014 10 24 09:06:50.737000","CONSENT","65_1","1.414156010737E12","false","false","false","false",0,1.71105,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,TRUE,0.551068449693846,"other"
"54","2014 10 24 09:06:58.976000","CONSENT","67_1","1.414156018976E12","false","true","false","false",1,2.10783333333333,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.598976851672412,"other"
"55","2014 10 24 09:07:20.392000","CONSENT","68_1","1.414156040392E12","false","true","false","false",1,3.31111666666667,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.668563918786143,"other"
"56","2014 10 24 09:07:22.866000","CONSENT","69_1","1.414156042866E12","false","false","false","false",0,1.70176666666667,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,TRUE,0.549754966020196,"other"
"57","2014 10 24 09:07:35.577000","CONSENT","70_1","1.414156055577E12","false","true","false","true",2,1.3602,"-","Male",1,5,"US",41,1.19394940552886,"2","US","1","0",FALSE,0.492766606701719,"non-student"
"58","2014 10 24 09:07:59.447000","CONSENT","71_1","1.414156079447E12","false","true","false","true",2,1.29785,"-","Female",2,5,"US",25,1.19394940552886,"1","US","1","0",FALSE,0.484193164960006,"non-student"
"59","2014 10 24 09:08:16.316000","CONSENT","73_1","1.414156096316E12","false","true","false","true",2,1.90335,"Good.","Female",5,6,"INDIA",25,1.19394940552886,"1","INDIA","2","0",TRUE,0.557409624812094,"non-student"
"60","2014 10 24 09:08:22.178000","CONSENT","74_1","1.414156102178E12","false","true","false","false",1,0.193883333333333,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,FALSE,0.235945523261368,"other"
"61","2014 10 24 09:08:35.807000","CONSENT","75_1","1.414156115807E12","false","false","false","false",0,0.712183333333333,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,FALSE,0.358953948335254,"other"
"62","2014 10 24 09:08:45.370000","CONSENT","76_1","1.41415612537E12","false","true","false","false",1,3.95773333333333,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.678367601822681,"other"
"63","2014 10 24 09:08:50.670000","CONSENT","77_1","1.41415613067E12","false","false","false","false",0,0.3815,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,FALSE,0.280145078896976,"other"
"64","2014 10 24 09:09:07.652000","CONSENT","78_1","1.414156147652E12","false","false","true","false",1,2.97295,NA,NA,NA,NA,"OTHER",NA,3.29411676115972,NA,"OTHER","3",NA,TRUE,0.657666949940347,"other"
"65","2014 10 24 09:09:15.106000","CONSENT","79_1","1.414156155106E12","false","true","false","false",1,8.44075,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.665541392601799,"other"
"66","2014 10 24 09:09:18.756000","CONSENT","80_1","1.414156158756E12","false","true","false","false",1,2.11906666666667,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.600111040981645,"other"
"67","2014 10 24 09:09:22.364000","CONSENT","81_1","1.414156162364E12","false","false","false","false",0,0.414166666666667,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,FALSE,0.287955719159043,"other"
"68","2014 10 24 09:09:28.443000","CONSENT","82_1","1.414156168443E12","false","false","false","true",1,0.300966666666667,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,FALSE,0.260999152987171,"other"
"69","2014 10 24 09:09:33.346000","CONSENT","83_1","1.414156173345E12","false","true","false","false",1,3.78691666666667,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.676829752275846,"other"
"70","2014 10 24 09:09:42.267000","CONSENT","84_1","1.414156182267E12","false","true","false","false",1,1.77026666666667,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.559232209533378,"other"
"71","2014 10 24 09:09:55.414000","CONSENT","85_1","1.414156195414E12","false","true","true","true",3,0.470466666666667,NA,NA,NA,NA,"OTHER",NA,3.43634060188857,NA,"OTHER","3",NA,FALSE,0.30144636725332,"other"
"72","2014 10 24 09:10:01.330000","CONSENT","86_1","1.41415620133E12","false","false","false","false",0,0.370083333333333,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,FALSE,0.277420118348106,"other"
"73","2014 10 24 09:10:01.427000","CONSENT","87_1","1.414156201427E12","true","true","true","false",3,0.202216666666667,"Good survey","Male",5,6,"US",27,3.82806800487549,"2","US","1","0",FALSE,0.303177282261516,"non-student"
"74","2014 10 24 09:10:15.698000","CONSENT","88_1","1.414156215698E12","false","false","false","true",1,2.12121666666667,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,TRUE,0.600326807787724,"other"
"75","2014 10 24 09:10:17.905000","CONSENT","89_1","1.414156217904E12","false","true","false","false",1,0.297483333333333,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,FALSE,0.260175805379429,"other"
"76","2014 10 24 09:10:20.828000","CONSENT","90_1","1.414156220828E12","false","false","false","true",1,2.5695,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,TRUE,0.636853070594587,"other"
"77","2014 10 24 09:10:24.594000","CONSENT","91_1","1.414156224594E12","true","true","true","false",3,5.47641666666667,NA,NA,NA,NA,"OTHER",NA,3.82806800487549,NA,"OTHER","3",NA,TRUE,0.677841875011558,"other"
"78","2014 10 24 09:10:29.473000","CONSENT","92_1","1.414156229473E12","false","true","false","false",1,1.04081666666667,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,FALSE,0.432508337461351,"other"
"79","2014 10 24 09:10:32.183000","CONSENT","93_1","1.414156232183E12","false","true","false","false",1,0.160683333333333,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,FALSE,0.228309054727797,"other"
"80","2014 10 24 09:10:35.514000","CONSENT","94_1","1.414156235514E12","false","false","false","false",0,1.72083333333333,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,TRUE,0.552442764310786,"other"
"81","2014 10 24 09:10:35.864000","CONSENT","95_1","1.414156235864E12","false","true","false","true",2,0.697716666666667,"-","Male",1,7,"US",40,1.19394940552886,"2","US","1","0",FALSE,0.390699987209201,"non-student"
"82","2014 10 24 09:10:39.298000","CONSENT","96_1","1.414156239298E12","false","false","false","false",0,0.365816666666667,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,FALSE,0.27640249283003,"other"
"83","2014 10 24 09:10:44.293000","CONSENT","97_1","1.414156244293E12","false","true","false","false",1,0.127166666666667,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,FALSE,0.220676519876312,"other"
"84","2014 10 24 09:10:52.115000","CONSENT","98_1","1.414156252115E12","false","false","true","false",1,0.169816666666667,NA,NA,NA,NA,"OTHER",NA,3.29411676115972,NA,"OTHER","3",NA,FALSE,0.230402631083563,"other"
"85","2014 10 24 09:10:57.472000","CONSENT","99_1","1.414156257472E12","false","false","false","true",1,1.0677,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,FALSE,0.438150436602434,"other"
"86","2014 10 24 09:11:13.673000","CONSENT","100_1","1.414156273673E12","false","true","false","false",1,0.187883333333333,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,FALSE,0.234560182538224,"other"
"87","2014 10 24 09:11:13.770000","CONSENT","101_1","1.41415627377E12","false","true","false","false",1,4.68951666666667,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.680048405246316,"other"
"88","2014 10 24 09:11:18.982000","CONSENT","102_1","1.414156278982E12","false","false","true","true",2,0.514133333333333,"fun hit.","Male",1,7,"US",28,3.35123515172134,"2","US","1","0",FALSE,0.358908681160712,"non-student"
"89","2014 10 24 09:11:19.342000","CONSENT","103_1","1.414156279342E12","false","false","false","true",1,2.55906666666667,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,TRUE,0.636178242167161,"other"
"90","2014 10 24 09:11:21.364000","CONSENT","104_1","1.414156281364E12","false","false","false","true",1,2.09658333333333,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,TRUE,0.597829408042677,"other"
"91","2014 10 24 09:11:21.884000","CONSENT","105_1","1.414156281884E12","true","false","false","false",1,0.234566666666667,NA,NA,NA,NA,"OTHER",NA,1.96241940092683,NA,"OTHER","3",NA,FALSE,0.245395079839303,"other"
"92","2014 10 24 09:11:24.396000","CONSENT","106_1","1.414156284396E12","false","false","false","false",0,2.25523333333333,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,TRUE,0.612965740162378,"other"
"93","2014 10 24 09:11:33.244000","CONSENT","108_1","1.414156293244E12","true","true","false","true",3,5.62811666666667,"In many of the examples it did not give me enough code to figure out the problem.","Female",8,4,"US",25,2.2561509859929,"1","US","1","0",TRUE,0.678756502394284,"non-student"
"94","2014 10 24 09:11:34.529000","CONSENT","109_1","1.414156294529E12","false","false","false","true",1,0.141166666666667,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,FALSE,0.223854768434359,"other"
"95","2014 10 24 09:11:36.521000","CONSENT","110_1","1.414156296521E12","false","true","true","true",3,1.07731666666667,NA,NA,NA,NA,"OTHER",NA,3.43634060188857,NA,"OTHER","3",NA,FALSE,0.440152629561698,"other"
"96","2014 10 24 09:11:43.251000","CONSENT","111_1","1.414156303251E12","false","true","false","false",1,0.737766666666667,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,FALSE,0.364928697177272,"other"
"97","2014 10 24 09:11:44.421000","CONSENT","112_1","1.414156304421E12","false","false","false","true",1,1.55611666666667,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,TRUE,0.527935142662215,"other"
"98","2014 10 24 09:11:51.490000","CONSENT","113_1","1.414156311049E12","true","false","false","false",1,0.1396,NA,NA,NA,NA,"OTHER",NA,1.96241940092683,NA,"OTHER","3",NA,FALSE,0.223498388701676,"other"
"99","2014 10 24 09:11:57.256000","CONSENT","114_1","1.414156317256E12","false","false","false","true",1,0.09815,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,FALSE,0.214137027798117,"other"
"100","2014 10 24 09:12:09.160000","CONSENT","115_1","1.41415632916E12","false","false","true","false",1,1.85098333333333,NA,NA,NA,NA,"OTHER",NA,3.29411676115972,NA,"OTHER","3",NA,TRUE,0.569770134464197,"other"
"101","2014 10 24 09:12:17.489000","CONSENT","117_1","1.414156337489E12","false","false","false","false",0,0.322783333333333,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,FALSE,0.266166111696117,"other"
"102","2014 10 24 09:12:26.915000","CONSENT","118_1","1.414156346915E12","false","false","false","true",1,0.58765,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,FALSE,0.329495238092437,"other"
"103","2014 10 24 09:12:31.712000","CONSENT","119_1","1.414156351712E12","false","true","false","false",1,9.93576666666667,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.659411991273653,"other"
"104","2014 10 24 09:12:38.641000","CONSENT","121_1","1.414156358641E12","false","true","false","false",1,1.58503333333333,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.532449665455427,"other"
"105","2014 10 24 09:12:45.616000","CONSENT","122_1","1.414156365616E12","true","false","false","false",1,0.114416666666667,NA,NA,NA,NA,"OTHER",NA,1.96241940092683,NA,"OTHER","3",NA,FALSE,0.217794918564792,"other"
"106","2014 10 24 09:12:48.878000","CONSENT","123_1","1.414156368878E12","false","true","false","false",1,3.79645,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.676931960873976,"other"
"107","2014 10 24 09:12:52.636000","CONSENT","125_1","1.414156372636E12","false","true","false","false",1,0.746533333333333,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,FALSE,0.366968623222421,"other"
"108","2014 10 24 09:12:57.224000","CONSENT","127_1","1.414156377224E12","false","false","true","false",1,0.109016666666667,NA,NA,NA,NA,"OTHER",NA,3.29411676115972,NA,"OTHER","3",NA,FALSE,0.216578282388753,"other"
"109","2014 10 24 09:13:10.560000","CONSENT","129_1","1.414156390056E12","false","false","true","false",1,0.394316666666667,NA,NA,NA,NA,"OTHER",NA,3.29411676115972,NA,"OTHER","3",NA,FALSE,0.283207369760253,"other"
"110","2014 10 24 09:13:20.398000","CONSENT","131_1","1.414156400398E12","false","false","false","false",0,3.79248333333333,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,TRUE,0.676889684548476,"other"
"111","2014 10 24 09:13:30.328000","CONSENT","132_1","1.414156410328E12","false","true","true","true",3,1.14061666666667,NA,NA,NA,NA,"OTHER",NA,3.43634060188857,NA,"OTHER","3",NA,FALSE,0.453113821049926,"other"
"112","2014 10 24 09:13:35.928000","CONSENT","133_1","1.414156415928E12","false","true","false","false",1,1.52945,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.523691238604189,"other"
"113","2014 10 24 09:13:38.972000","CONSENT","134_1","1.414156418972E12","false","false","true","true",2,0.160616666666667,"-","Male",1,6,"US",24,3.35123515172134,"2","US","1","0",FALSE,0.295687194418255,"non-student"
"114","2014 10 24 09:14:12.207000","CONSENT","137_1","1.414156452207E12","false","false","false","false",0,0.1799,NA,NA,NA,NA,"OTHER",NA,0,NA,"OTHER","3",NA,FALSE,0.23272042929629,"other"
"115","2014 10 24 09:14:28.110000","CONSENT","138_1","1.414156468011E12","false","true","true","false",2,0.429833333333333,"nice programs","Male",2,3,"INDIA",28,3.37110733051233,"2","INDIA","2","0",FALSE,0.343993918565742,"non-student"
"116","2014 10 24 09:14:28.891000","CONSENT","139_1","1.414156468891E12","false","true","false","false",1,3.5341,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.673285168767854,"other"
"117","2014 10 24 09:14:40.200000","CONSENT","141_1","1.4141564802E12","false","true","false","false",1,5.57075,NA,NA,NA,NA,"OTHER",NA,0.71219762968042,NA,"OTHER","3",NA,TRUE,0.677481781401343,"other"
"118","2014 10 24 09:14:46.373000","CONSENT","143_1","1.414156486373E12","false","false","false","true",1,1.56688333333333,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,TRUE,0.529626678173806,"other"
"119","2014 10 24 09:14:51.178000","CONSENT","144_1","1.414156491178E12","false","true","false","true",2,2.74203333333333,"Good Task o improve our knowledge","Male",1,7,"INDIA",28,1.19394940552886,"2","INDIA","2","0",TRUE,0.624020636366683,"non-student"
"120","2014 10 24 09:14:55.671000","CONSENT","146_1","1.414156495671E12","false","false","false","true",1,1.26991666666667,NA,NA,NA,NA,"OTHER",NA,0.540576584990148,NA,"OTHER","3",NA,FALSE,0.478355840883302,"other"
"121","2014 10 24 09:14:59.365000","CONSENT","147_1","1.414156499365E12","false","true","false","true",2,6.12193333333333,NA,NA,NA,NA,"OTHER",NA,1.19394940552886,NA,"OTHER","3",NA,TRUE,0.675247773800888,"other"
